filename;reference_author;reference_year;reference_title
A-SOCI~1.PDF; rohit khare and adam rifkin. weaving a web of trust. world wide web, 2(3);1997;"77{
112, "
A-SOCI~1.PDF;" p. steven marsh. formalising trust as a computational concept. phd thesis,
department of computing science and mathematics, university of stirling, april
1994.";1994; p
A-SOCI~1.PDF;" lars rasmusson and sverker janson. simulated social control for secure internet
commerce. in proceedings of the workshop on new security paradigms, 1996.";1996; lars rasmusson and sverker janson
A-SOCI~1.PDF;" tim rea and peter skevington. engendering trust in electronic commerce. british
telecommunications engineering, 17(3)";;
A-SOCI~1.PDF;"
8. michael schillo and petra funk. who can you trust";; dealing with deception
A-SOCI~1.PDF;"
9. susan p. shapiro. the social control of impersonal trust. the american journal
of sociology, 93(3)";1987;623{658, 
A-SOCI~1.PDF;" bin yu and munindar p. singh. an multiagent referral system for expertise location. in working notes of the aaai workshop on intelligent information systems,
pages 66{69, 1999.";1999; bin yu and munindar p
A-SOCI~1.PDF;" bin yu, mahadevan venkatraman, and munindar p. singh. an adaptive social
network for information access";2000; theoretical and experimental results
A-SOCI~1.PDF;" giorgos zacharia, alexandros moukas, and pattie maes. collaborative reputation
mechanisms in electronic marketplaces. in proceedings of the hicss-32 minitrack
on electronic commerce technology, 1999.

";1999; giorgos zacharia, alexandros moukas, and pattie maes
SUPERV~1.PDF; feldman, s.;2000; electronic marketplaces, ieee internet computing, july/august 
SUPERV~1.PDF; castelfranchi, c.;1995;" commitments: from individual intentions to groups and organizations,
proceedings of the first international conference on multi-agent systems icmas’95, san
francisco, "
SUPERV~1.PDF; castelfranchi, c., falcone, r.;1998;" principles of trust for mas: cognitive anatomy, social
importance, and quantification, icmas’98 "
SUPERV~1.PDF; castelfranchi, c., tan, y.-h.;2001;" the role of trust and deception in virtual societies, proc.
34th hawaii intl"
SUPERV~1.PDF; cavedon, l., sonenberg, l.;1998; on social commitment, roles and preferred goals
SUPERV~1.PDF; dellarocas, d.;2000;" contractual agent societies: negotiated shared context and social control
in open multi-agent systems, 2000 workshop on institutions and norms in mas,
autonomous agents 2000, barcelona, spain "
SUPERV~1.PDF; dignum, f., morley, d., sonenberg, e.a., cavedon, l.;2000;" towards socially sophisticated
bdi agents, icmas 2000, pp.111-118 "
SUPERV~1.PDF; jennings, n.r., faratin, p., norman, t.j., o’brian, p., odgers, b.;2000;" autonomous agents for
business process management"
SUPERV~1.PDF; jennings, n.r., parsons, s., sierra, c., faratin, p.;2000; automated negotiation, proc
SUPERV~1.PDF; jones, a.j.i., sergot, m.;1992;" on the characterisation of law and computer systems: the
normative systems perspective, in j.-j.ch"
SUPERV~1.PDF; jones, a.j.i., sergot, m.;1996;" a formal characterisation of institutionalised power, journal of
the igpl, 4"
SUPERV~1.PDF; kraus, s., sycara, k., evenchil, a.;1998;" reaching agreements through argumentation: a logical
model and implementation"
SUPERV~1.PDF; lindahl, l.;1977; position and change, d
SUPERV~1.PDF; marsh, s.p.;1994;" formalising trust as a computational concept, phd thesis, university of
stirling "
SUPERV~1.PDF; noriega, p.;1997;" agent mediated auctions: the fishmarket metaphor, phd thesis, universitat
autonoma de barcelona "
SUPERV~1.PDF; norman, t.j., reed, c.;2000;" delegation and responsibility, ukmas 2000, oxford (2000)



122

martin j"
SUPERV~1.PDF; pacheco, o., carmo, j.;2001;" a role based model for the normative specification of organized
collective agency and agents interaction, journal of autonomous agents and multiagent systems, in press "
SUPERV~1.PDF; parsons, s., sierra, c., jennings, n.r.;1998;" agents that reason and negotiate by arguing, in
journal of logic and computation, 8 "
SUPERV~1.PDF; pörn, i.;1970; the logic of power, d
SUPERV~1.PDF; resnick, p.,varian, h.r.;1997; recommender systems, commun
SUPERV~1.PDF; rodriguez, j.a., noriega, p., sierra, c., padget, j.;1997; fm96.5 a java-based electronic auction house, proceedings of the second international conference on the practical applications of intelligent agents and multi-agent technology paam-97 
SUPERV~1.PDF; sierra, c., dignum, f.;1991; agent-mediated electronic commerce: scientific and technological roadmap, in (f
SUPERV~1.PDF; wooldridge, m., jennings, n.r., kinny, d.;2000;" the gaia methodology for agent-oriented
analysis and design"
SUPERV~1.PDF; yu, b., singh, m.p.;2000; a social mechanism of reputation management in electronic communities, cooperative information agents, pp.154-165 
SUPERV~1.PDF; kollingbaum, m.j., norman, t.j.;2002;" supervised interaction – creating a web of trust for
contracting agents in electronic environments, aamas’02, bologna "
ETHICA~1.PDF;" gross dp, zhang j, steenstra i, barnsley s, haws c, amell t,
et al. development of a computer-based clinical decision support tool for selecting appropriate rehabilitation interventions for
injured workers. j occup rehabil. 2013;23(4)";2013;597–609
ETHICA~1.PDF;" fong j, ocampo r, gross dp, tavakoli m. intelligent robotics
incorporating machine learning algorithms for improving functional capacity evaluation and occupational rehabilitation. j occup
rehabil. 2020. https​";2020;"//doi.org/10.1007/s1092​6-020-09888​-w.
"
ETHICA~1.PDF; verbeek ppcc. what things do;2005; philosophical reflections on technology, agency and design
ETHICA~1.PDF;" swierstra t. identifying the normative challenges posed by technology’s ‘soft’ impacts. etikk i praksis nordic j of appl eth.
2015;9(1)";2015;5–20
ETHICA~1.PDF; dorrestijn s, van der voort m, verbeek p-p. future userproduct arrangements;2014; combining product impact and scenarios in design for multi age success
ETHICA~1.PDF;" liebert w, schmidt jc. towards a prospective technology
assessment";2010; challenges and requirements for technology assessment in the age of technoscience
ETHICA~1.PDF;" long tb, blok v, dorrestijn s, macnaghten p. the design
and testing of a tool for developing responsible innovation
in start-up enterprises. j responsib innov. 2019. https​";2019;" //doi.
org/10.1080/23299​460."
ETHICA~1.PDF;" beauchamp t, childress j. principles of biomedical ethics.
oxford";;
ETHICA~1.PDF;"
9. gross dp, steenstra ia, shaw w, yousefi p, bellinger c, zaiane
o. validity of the work assessment triage tool for selecting
rehabilitation interventions of workers’ compensation claimants
with musculoskeletal conditions. j occup rehabil. 2019. https​
";2019;//doi.org/
ETHICA~1.PDF;"1007/s1092​6-019-09843​-4.
10. dorrestijn s. our hybrid selves";2012;" figures of technical mediation
(ethical substance)"
ETHICA~1.PDF; dorrestijn s. the product impact tool;2017;" the case of the dutch
public transport chip card"
ETHICA~1.PDF; tromp n, hekkert p, verbeek p-p. design for socially responsible behavior;2020;" a classification of influence based on intended user



journal of occupational rehabilitation "
ETHICA~1.PDF;;;
ETHICA~1.PDF;;;
ETHICA~1.PDF;;;
ETHICA~1.PDF;;;
ETHICA~1.PDF;"
";;
ETHICA~1.PDF;;;
ETHICA~1.PDF;"
";;
ETHICA~1.PDF;;;
ETHICA~1.PDF;;;
ETHICA~1.PDF;;;
ETHICA~1.PDF;"
";;
ETHICA~1.PDF;"
";;
ETHICA~1.PDF;;;
ETHICA~1.PDF;;;
ETHICA~1.PDF;;;
ETHICA~1.PDF;"
";;
ETHICA~1.PDF;;;
ETHICA~1.PDF;"

experience. des. issues. 2011;27(3)";2011;3–19
ETHICA~1.PDF;;;
ETHICA~1.PDF;;;
ETHICA~1.PDF;"
";;
ETHICA~1.PDF;"
";;
ETHICA~1.PDF;;;
ETHICA~1.PDF;;;
ETHICA~1.PDF;;;
ETHICA~1.PDF;"
";;
ETHICA~1.PDF;"
";;
ETHICA~1.PDF;"
";;
ETHICA~1.PDF;"
";;
ETHICA~1.PDF;;;
ETHICA~1.PDF;"

movement of such data, and repealing directive 95/46/ec (general data protection regulation). the european parliament and
the council of the european union. 2016. https​";2016;"//eur-lex.europ​
a.eu/legal​-conte​nt/en/txt/pdf/?uri=celex​:32016​r0679​.
accessed 16 oct 2019.
groningen umc"
ALLOCA~1.PDF; abbink, d.a., et al.;2018;" a topology of shared control systems-ﬁnding common ground
in diversity"
ALLOCA~1.PDF; anderson, m., anderson, s.l.;2007;" machine ethics: creating an ethical intelligent agent.
ai mag"
ALLOCA~1.PDF; anderson, m., anderson, s.l.;2018; geneth: a general ethical dilemma analyzer
ALLOCA~1.PDF; arnold, t., kasenberg, d., scheutz, m.;2017;" value alignment or misalignment-what will
keep systems accountable? in: workshops at the thirty-first aaai conference on
artiﬁcial intelligence "
ALLOCA~1.PDF; beckers, g., et al.;2019; intelligent autonomous vehicles with an extendable knowledge base and meaningful human control
ALLOCA~1.PDF; chorus, c.g.;2015;" models of moral decision making: literature review and research
agenda for discrete choice analysis"
ALLOCA~1.PDF; clarke, r.;2014; the regulation of civilian drones’ impacts on behavioural privacy
ALLOCA~1.PDF; conitzer, v., sinnott-armstrong, w., borg, j.s., deng, y., kramer, m.;2017;" moral
decision making frameworks for artiﬁcial intelligence"
ALLOCA~1.PDF; dignum, v.;2019;" responsible artiﬁcial intelligence: how to develop and use ai in
a responsible way"
ALLOCA~1.PDF;"1007/978-3-03030371-6
10. ficuciello, f., tamburrini, g., arezzo, a., villani, l., siciliano, b.";2019;" autonomy in
surgical robots and its meaningful human control"
ALLOCA~1.PDF; friedman, b., hendry, d.g.;2019;" value sensitive design: shaping technology with
moral imagination"
ALLOCA~1.PDF; hadﬁeld-menell, d., milli, s., abbeel, p., russell, s.j., dragan, a.;2017;" inverse reward
design"
ALLOCA~1.PDF; ieee global initiative, et al.;2018;" ethically aligned design: a vision for prioritizing
human well-being with autonomous and intelligent systems "
ALLOCA~1.PDF; johnson, m., vera, a.;2019; no ai is an island: the case for teaming intelligence
ALLOCA~1.PDF; kim, t.w., donaldson, t., hooker, j.;2019;" grounding value alignment with ethical
principles"
ALLOCA~1.PDF; lerman, k., jones, c., galstyan, a., matarić, m.j.;2006;" analysis of dynamic task
allocation in multi-robot systems"
ALLOCA~1.PDF; moor, j.h.;2006; the nature, importance, and diﬃculty of machine ethics
ALLOCA~1.PDF; neerincx, m.a., van diggelen, j., van breda, l.;2016;" interaction design patterns
for adaptive human-agent-robot teamwork in high-risk domains"
ALLOCA~1.PDF; neerincx, m.a., et al.;2019;" socio-cognitive engineering of a robotic partner for child’s
diabetes self-management"
ALLOCA~1.PDF; noothigattu, r., et al.;2018; a voting-based system for ethical decision making
ALLOCA~1.PDF;" high level expert group on artiﬁcial intelligence. ethics guidelines for trustworthy
ai (2019). https";2019;//ec.europa.eu/futurium/en/ai-alliance-consultation
ALLOCA~1.PDF; o’sullivan, s., et al.;1968;" legal, regulatory, and ethical frameworks for development
of standards in artiﬁcial intelligence (ai) and autonomous robotic surgery"
ALLOCA~1.PDF; rahwan, i., et al.;2019; machine behaviour
ALLOCA~1.PDF; de sio, f.s., van den hoven, j.;2018; meaningful human control over autonomous systems: a philosophical account
ALLOCA~1.PDF; schulte, a., donath, d., lange, d.s.;2016;" design patterns for human-cognitive agent
teaming"
ALLOCA~1.PDF; sternberg, r.j.;2012; a model for ethical reasoning
ALLOCA~1.PDF; thompson, r.m.;2012;" drones in domestic surveillance operations: fourth amendment
implications and legislative responses"
ALLOCA~1.PDF; tung, t., organ, c.h.;2000; ethics in surgery: historical perspective
ALLOCA~1.PDF; van diggelen, j., johnson, m.;2019; team design patterns
ALLOCA~1.PDF; van diggelen, j., neerincx, m., peeters, m., schraagen, j.m.;2018;" developing eﬀective
and resilient human-agent teamwork using team design patterns"
ALLOCA~1.PDF; van wynsberghe, a., robbins, s.;2019;" critiquing the reasons for making artiﬁcial moral
agents"
ALLOCA~1.PDF; wallach, w., allen, c., smit, i.;2008;" machine morality: bottom-up and top-down
approaches for modelling human moral faculties"
ROLE-O~1.PDF; brunner, h.g., van driel, m.a.;2004; from syndrome families to functional genomics
ROLE-O~1.PDF; glazier, a.m., nadeau, j.h., aitman, t.j.;2002;" finding genes that underlie complex traits.
science 298"
ROLE-O~1.PDF;" lage, k., karlberg, e., storling, z., olason, p., pedersen, a., rigina, o., hinsby, a., tumer,
z., pociot, f., tommerup, n., moreau, y., brunak, s.";2007; a human phenome-interactome network of protein complexes implicated in genetic disorders
ROLE-O~1.PDF; adie, e., adams, r., evans, k., porteous, d., pickard, b.;2006;" suspects: enabling fast and
effective prioritization of positional candidates"
ROLE-O~1.PDF; turner, f., clutterbuck, d., semple, c.;2003; pocus: mining genomic sequence annotation to predict disease genes
ROLE-O~1.PDF; chen, j., aronow, b., jegga, a.;2009; disease candidate gene identification and prioritization using protein interaction networks
ROLE-O~1.PDF; oti, m., snel, b., huynen, m.a., brunner, h.g.;2006; predicting disease genes using proteinprotein interactions
ROLE-O~1.PDF; goh, k.i., cusick, m.e., valle, d., childs, b., vidal, m., barabási, a.l.a.a.;2007;" the human
disease network"
ROLE-O~1.PDF; ideker, t., sharan, r.;2008; protein networks in disease
ROLE-O~1.PDF; köhler, s., bauer, s., horn, d., robinson, p.n.;2008;" walking the interactome for prioritization of
candidate disease genes"
ROLE-O~1.PDF; vanunu, o., sharan, r.;2008; a propagation based algorithm for inferring gene-disease associations
ROLE-O~1.PDF; edwards, a.m., kus, b., jansen, r., greenbaum, d., greenblatt, j., gerstein, m.;2002;" bridging
structural biology and genomics: assessing protein interaction data with known complexes.
trends in genetics 18"
ROLE-O~1.PDF; george, r.a., liu, j.y., feng, l.l., bryson-richardson, r.j., fatkin, d., wouters, m.a.;2006;"
analysis of protein sequence and interaction data for candidate disease gene prediction"
ROLE-O~1.PDF; van driel, m.a., bruggeman, j., vriend, g., brunner, h.g., leunissen, j.a.;2006;" a text-mining
analysis of the human phenome"
ROLE-O~1.PDF; lovász, l.;1996; random walks on graphs: a survey
ROLE-O~1.PDF; tong, h., faloutsos, c., pan, j.y.;2008;" random walk with restart: fast solutions and applications.
knowledge and information systems 14"
ROLE-O~1.PDF; macropol, k., can, t., singh, a.;2009;" rrw: repeated random walks on genome-scale protein
networks for local cluster discovery"
ROLE-O~1.PDF; tong, h., faloutsos, c.;2006; center-piece subgraphs: problem definition and fast solutions
